chr	source	start	end	strand	gene_id	gene_name	gene_type	gene_status	level	num.dup	num.lap
chr4	ENSEMBL	59833175	59833276	+	ENSG00000201676.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	61906313	61906408	+	ENSG00000202169.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	67439992	67440118	+	ENSG00000274759.1	5S_rRNA	rRNA	NOVEL	3	26	1
chr4	ENSEMBL	67747236	67747386	+	ENSG00000202374.1	SNORA62	snoRNA	NOVEL	3	7	1
chr4	HAVANA	69588417	69653249	-	ENSG00000173610.10	UGT2A1	protein_coding	KNOWN	2	2	2
chr4	HAVANA	69589194	69653249	-	ENSG00000270386.1	UGT2A1	protein_coding	KNOWN	2	2	2
chr4	ENSEMBL	73263960	73264084	+	ENSG00000221639.1	SNORA3	snoRNA	NOVEL	3	5	1
chr4	ENSEMBL	75662120	75662213	-	ENSG00000201644.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	HAVANA	76251721	76311129	+	ENSG00000272414.4	FAM47E-STBD1	protein_coding	KNOWN	2	2	2
chr4	HAVANA	76306026	76311599	+	ENSG00000118804.8	FAM47E-STBD1	protein_coding	KNOWN	2	2	2
chr4	ENSEMBL	76402076	76402146	+	ENSG00000199857.1	SNORD50	snoRNA	NOVEL	3	2	1
chr4	ENSEMBL	77702746	77702803	-	ENSG00000221711.1	SNORD75	snoRNA	NOVEL	3	2	1
chr4	ENSEMBL	78632273	78632385	-	ENSG00000200998.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	79843102	79843228	+	ENSG00000212620.1	SNORA75	snoRNA	NOVEL	3	8	1
chr4	ENSEMBL	81928313	81928439	+	ENSG00000252762.1	SNORA31	snoRNA	NOVEL	3	27	1
chr4	ENSEMBL	82402638	82402706	-	ENSG00000202440.1	SNORD42	snoRNA	NOVEL	3	2	1
chr4	ENSEMBL	82944738	82944845	-	ENSG00000199530.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	83636196	83636290	-	ENSG00000201633.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	87412228	87412346	+	ENSG00000280481.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	87743952	87744053	-	ENSG00000200024.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	88330176	88330278	-	ENSG00000207480.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	105105987	105106094	+	ENSG00000252136.1	SNORA31	snoRNA	NOVEL	3	27	1
chr4	ENSEMBL	110433109	110433188	-	ENSG00000199894.1	snoU2_19	snoRNA	NOVEL	3	4	1
chr4	ENSEMBL	112755816	112755917	-	ENSG00000202536.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	118279190	118279320	+	ENSG00000275994.1	SNORA24	snoRNA	KNOWN	3	3	1
chr4	ENSEMBL	119569699	119569825	+	ENSG00000221245.1	SNORA11	snoRNA	NOVEL	3	8	1
chr4	ENSEMBL	119947131	119947232	+	ENSG00000200553.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	121329069	121329170	-	ENSG00000207148.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	125362819	125362929	+	ENSG00000201297.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	127028107	127028219	-	ENSG00000199862.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	131768140	131768249	+	ENSG00000252014.1	SNORA70	snoRNA	NOVEL	3	30	1
chr4	ENSEMBL	138337530	138337588	+	ENSG00000281539.1	U7	snRNA	NOVEL	3	16	1
chr4	ENSEMBL	138988030	138988288	+	ENSG00000280976.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr4	ENSEMBL	139155153	139155444	+	ENSG00000276396.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr4	ENSEMBL	139200395	139200513	+	ENSG00000207384.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	139436368	139436494	-	ENSG00000239005.1	ACA64	snoRNA	NOVEL	3	6	1
chr4	ENSEMBL	140779039	140779141	-	ENSG00000222613.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	143309466	143309566	+	ENSG00000200049.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	144739762	144739941	-	ENSG00000273621.1	uc_338	misc_RNA	NOVEL	3	36	1
chr4	ENSEMBL	145149537	145149649	-	ENSG00000238713.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	145958128	145958240	-	ENSG00000201314.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	153266909	153267010	-	ENSG00000201786.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	157064557	157064663	+	ENSG00000252524.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	157768013	157768113	-	ENSG00000200521.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	158700691	158700909	+	ENSG00000271817.2	U3	snoRNA	NOVEL	3	56	1
chr4	ENSEMBL	158909373	158909450	-	ENSG00000274535.1	SNORD39	snoRNA	NOVEL	3	4	1
chr4	ENSEMBL	159064297	159064398	-	ENSG00000206978.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	166312935	166313034	-	ENSG00000206711.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	168471409	168471539	+	ENSG00000207171.1	SNORA51	snoRNA	NOVEL	3	13	1
chr4	ENSEMBL	176098163	176098285	+	ENSG00000201516.1	SNORA51	snoRNA	NOVEL	3	13	1
chr4	ENSEMBL	178685886	178685956	-	ENSG00000212191.1	SNORD65	snoRNA	NOVEL	3	5	1
chr4	ENSEMBL	185415973	185416086	-	ENSG00000207231.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	185709873	185709967	-	ENSG00000207497.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr4	ENSEMBL	186130021	186130155	+	ENSG00000253013.1	SNORA31	snoRNA	NOVEL	3	27	1
chr4	HAVANA	190064502	190067864	+	ENSG00000281591.1	DBET	lincRNA	KNOWN	2	2	2
chr4	HAVANA	190065233	190065914	+	ENSG00000277162.1	DBET	processed_pseudogene	KNOWN	1	2	2
chr5	ENSEMBL	144087	144197	-	ENSG00000199540.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	2184710	2184820	+	ENSG00000201026.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	7239781	7240018	+	ENSG00000237611.2	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	10292041	10292148	-	ENSG00000252341.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	10337277	10337386	+	ENSG00000252671.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	HAVANA	13250235	13250662	-	ENSG00000242608.1	RPS23P5	processed_pseudogene	KNOWN	1	2	1
chr5	ENSEMBL	15110786	15110920	-	ENSG00000202269.1	U8	snoRNA	NOVEL	3	22	1
chr5	ENSEMBL	16623004	16623095	-	ENSG00000201370.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	17117576	17117686	-	ENSG00000206814.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	18236123	18236196	+	ENSG00000212278.1	SNORD81	snoRNA	NOVEL	3	3	1
chr5	ENSEMBL	18958147	18958413	-	ENSG00000276764.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	23299155	23299262	+	ENSG00000206912.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	23972188	23972294	-	ENSG00000252083.1	SNORA40	snoRNA	NOVEL	3	22	1
chr5	ENSEMBL	23994502	23994603	-	ENSG00000200600.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	24449351	24449615	-	ENSG00000277455.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	24910594	24910695	+	ENSG00000199911.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	29070496	29070610	+	ENSG00000252601.1	SNORA18	snoRNA	NOVEL	3	8	1
chr5	ENSEMBL	31505684	31505788	+	ENSG00000206682.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	32134738	32134834	+	ENSG00000200065.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	35429064	35429277	+	ENSG00000201368.2	U3	snoRNA	NOVEL	3	56	1
chr5	ENSEMBL	40654963	40655094	+	ENSG00000199552.1	SNORA63	snoRNA	NOVEL	3	13	1
chr5	ENSEMBL	40790077	40790204	-	ENSG00000212567.1	SNORA57	snoRNA	NOVEL	3	4	1
chr5	ENSEMBL	41963868	41963969	-	ENSG00000199487.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	55040847	55040945	+	ENSG00000207229.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	56000518	56000621	-	ENSG00000238326.1	snoU13	snoRNA	NOVEL	3	34	1
chr5	ENSEMBL	57169108	57169209	-	ENSG00000207293.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	59200025	59200154	-	ENSG00000281006.1	Clostridiales-1	sRNA	NOVEL	3	17	1
chr5	ENSEMBL	65123369	65123474	+	ENSG00000207439.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	65961183	65961319	-	ENSG00000252904.1	SNORA76	snoRNA	NOVEL	3	4	1
chr5	ENSEMBL	68873954	68874087	+	ENSG00000212249.2	U8	snoRNA	NOVEL	3	22	1
chr5	ENSEMBL	68970439	68970752	-	ENSG00000276309.1	7SK	misc_RNA	NOVEL	3	13	1
chr5	ENSEMBL	69160806	69160939	+	ENSG00000220986.1	SNORA50	snoRNA	NOVEL	3	2	1
chr5	ENSEMBL	69160808	69160939	+	ENSG00000280894.1	SNORA76	snoRNA	NOVEL	3	4	1
chr5	HAVANA	69350984	69370013	-	ENSG00000085231.12	TAF9	protein_coding	KNOWN	2	2	2
chr5	HAVANA	69364743	69370013	-	ENSG00000273841.3	TAF9	protein_coding	KNOWN	2	2	2
chr5	ENSEMBL	72768702	72768811	+	ENSG00000206770.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	73100073	73100183	+	ENSG00000200833.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	74882656	74882783	-	ENSG00000212363.1	SNORA40	snoRNA	NOVEL	3	22	1
chr5	ENSEMBL	78317036	78317137	+	ENSG00000206714.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	79220942	79221073	+	ENSG00000206592.1	SNORA18	snoRNA	NOVEL	3	8	1
chr5	ENSEMBL	79534853	79534954	+	ENSG00000207391.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	79562745	79562846	-	ENSG00000277818.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	80306235	80306368	-	ENSG00000251828.1	SNORA31	snoRNA	NOVEL	3	27	1
chr5	HAVANA	82265157	82265259	-	ENSG00000251374.1	RPS23P5	processed_pseudogene	KNOWN	2	2	1
chr5	ENSEMBL	83064204	83064337	-	ENSG00000238835.1	SCARNA18	snoRNA	KNOWN	3	3	1
chr5	ENSEMBL	88382772	88382907	+	ENSG00000206958.1	SNORA70	snoRNA	NOVEL	3	30	1
chr5	ENSEMBL	91314716	91314997	-	ENSG00000277001.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	91844022	91844116	-	ENSG00000276426.1	uc_338	misc_RNA	NOVEL	3	36	1
chr5	ENSEMBL	94877599	94877777	-	ENSG00000276514.1	uc_338	misc_RNA	NOVEL	3	36	1
chr5	ENSEMBL	96962656	96962757	-	ENSG00000200884.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	98936638	98936747	-	ENSG00000200351.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	100021804	100021906	+	ENSG00000199378.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	101581830	101582128	+	ENSG00000277506.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	106546665	106546803	+	ENSG00000252337.1	SNORA31	snoRNA	NOVEL	3	27	1
chr5	ENSEMBL	108891437	108891546	+	ENSG00000207404.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	110684794	110684927	-	ENSG00000207177.1	SNORA51	snoRNA	NOVEL	3	13	1
chr5	ENSEMBL	123070782	123071080	+	ENSG00000276047.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	128371099	128371212	-	ENSG00000207290.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	HAVANA	131423921	131635236	-	ENSG00000158987.18	RAPGEF6	protein_coding	KNOWN	1	2	2
chr5	ENSEMBL	131427266	131635030	-	ENSG00000281164.1	RAPGEF6	protein_coding	KNOWN	3	2	2
chr5	ENSEMBL	131440031	131440196	-	ENSG00000275939.1	uc_338	misc_RNA	NOVEL	3	36	1
chr5	ENSEMBL	132080066	132080133	+	ENSG00000253067.1	snoZ6	snoRNA	NOVEL	3	4	1
chr5	ENSEMBL	132468147	132468257	+	ENSG00000202533.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	132945342	132945454	+	ENSG00000202417.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	132993099	132993200	-	ENSG00000199677.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	HAVANA	136080471	136080597	-	ENSG00000270123.3	VTRNA2-1	vaultRNA	KNOWN	2	2	2
chr5	ENSEMBL	136080497	136080597	-	ENSG00000278815.1	VTRNA2-1	misc_RNA	KNOWN	3	2	2
chr5	ENSEMBL	136133696	136133826	+	ENSG00000275646.1	SMAD5-AS1_2	misc_RNA	NOVEL	3	2	1
chr5	ENSEMBL	138558970	138559039	-	ENSG00000222937.1	SNORD63	snoRNA	NOVEL	3	4	1
chr5	ENSEMBL	138561043	138561110	-	ENSG00000206989.1	SNORD63	snoRNA	KNOWN	3	4	1
chr5	ENSEMBL	138623479	138623582	+	ENSG00000238745.1	snoU13	snoRNA	NOVEL	3	34	1
chr5	HAVANA	139273752	139331677	+	ENSG00000280987.1	MATR3	protein_coding	NOVEL	2	2	2
chr5	ENSEMBL	139276180	139276320	+	ENSG00000252213.1	SNORA74	snoRNA	NOVEL	3	7	1
chr5	HAVANA	139293648	139331359	+	ENSG00000015479.16	MATR3	protein_coding	KNOWN	1	2	2
chr5	HAVANA	139442316	139462707	-	ENSG00000279686.1	ECSCR	protein_coding	NOVEL	2	2	2
chr5	HAVANA	139448556	139462743	-	ENSG00000249751.3	ECSCR	protein_coding	KNOWN	2	2	2
chr5	ENSEMBL	139554900	139555001	-	ENSG00000207020.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	140019492	140019592	+	ENSG00000207317.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	140527352	140527428	-	ENSG00000200051.1	SNORD45	snoRNA	NOVEL	3	5	1
chr5	ENSEMBL	140579667	140579792	+	ENSG00000200235.1	SNORA27	snoRNA	NOVEL	3	5	1
chr5	ENSEMBL	146510116	146510271	+	ENSG00000277568.1	uc_338	misc_RNA	NOVEL	3	36	1
chr5	ENSEMBL	148389748	148390029	+	ENSG00000274799.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	149695748	149695959	-	ENSG00000221043.2	U3	snoRNA	NOVEL	3	56	1
chr5	ENSEMBL	149940030	149940131	-	ENSG00000200334.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	150098406	150098506	+	ENSG00000199409.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	154705626	154705727	+	ENSG00000274472.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	154718383	154718689	-	ENSG00000272197.2	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	154821943	154822258	+	ENSG00000277039.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	159230194	159230322	+	ENSG00000252458.1	SNORA68	snoRNA	NOVEL	3	6	1
chr5	ENSEMBL	160008445	160008546	+	ENSG00000199398.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	160072268	160072364	+	ENSG00000280834.1	U6	snRNA	NOVEL	3	34	1
chr5	ENSEMBL	168033091	168033205	-	ENSG00000253065.1	SNORA40	snoRNA	NOVEL	3	22	1
chr5	ENSEMBL	168791498	168791610	+	ENSG00000202345.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	171366118	171366252	+	ENSG00000206909.1	SNORA70	snoRNA	NOVEL	3	30	1
chr5	ENSEMBL	172252334	172252478	-	ENSG00000212529.1	SNORA57	snoRNA	NOVEL	3	4	1
chr5	ENSEMBL	172779982	172780094	-	ENSG00000206741.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	173052452	173052555	-	ENSG00000207210.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	173155552	173155834	+	ENSG00000281353.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	173254190	173254290	-	ENSG00000201277.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	176556704	176556805	+	ENSG00000207420.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	179492076	179492157	-	ENSG00000274716.1	U4	snRNA	NOVEL	3	8	1
chr5	ENSEMBL	179629151	179629410	+	ENSG00000273549.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	179847035	179847130	-	ENSG00000252202.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	179936285	179936527	-	ENSG00000281431.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr5	ENSEMBL	180909838	180909927	+	ENSG00000222852.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr5	ENSEMBL	181243312	181243379	-	ENSG00000264549.1	SNORD95	snoRNA	KNOWN	3	2	1
chr6	ENSEMBL	7187582	7187686	-	ENSG00000201483.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	HAVANA	8652137	8653846	+	ENSG00000251164.1	HULC	lincRNA	KNOWN	2	2	2
chr6	ENSEMBL	8653558	8653797	+	ENSG00000276019.1	HULC	misc_RNA	NOVEL	3	2	2
chr6	ENSEMBL	10674658	10674768	-	ENSG00000201048.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	11644067	11644343	+	ENSG00000277473.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr6	ENSEMBL	11709819	11709960	+	ENSG00000207419.1	SNORA67	snoRNA	NOVEL	3	8	1
chr6	ENSEMBL	13680080	13680141	+	ENSG00000280458.1	U7	snRNA	NOVEL	3	16	1
chr6	ENSEMBL	15522195	15522300	-	ENSG00000277411.1	5S_rRNA	rRNA	NOVEL	3	26	1
chr6	ENSEMBL	16232231	16232330	-	ENSG00000207193.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	17737458	17737556	-	ENSG00000201442.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	18273165	18273266	-	ENSG00000199715.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	20500175	20500276	+	ENSG00000201683.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	24166273	24166374	+	ENSG00000251830.1	SNORD46	snoRNA	NOVEL	3	3	1
chr6	ENSEMBL	25287432	25287533	-	ENSG00000207286.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	26761897	26762029	-	ENSG00000281452.1	Clostridiales-1	sRNA	NOVEL	3	17	1
chr6	ENSEMBL	28015568	28015777	+	ENSG00000199851.2	U3	snoRNA	NOVEL	3	56	1
chr6	HAVANA	29396555	29397671	+	ENSG00000280236.1	OR12D2	polymorphic_pseudogene	KNOWN	2	2	2
chr6	ENSEMBL	29396700	29397623	+	ENSG00000168787.6	OR12D2	protein_coding	KNOWN	3	2	2
chr6	HAVANA	29439306	29440977	+	ENSG00000206474.7	OR10C1	polymorphic_pseudogene	KNOWN	2	2	2
chr6	ENSEMBL	29440016	29440954	+	ENSG00000279941.1	OR10C1	protein_coding	KNOWN	3	2	2
chr6	ENSEMBL	29750371	29750472	+	ENSG00000199290.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	30058115	30058190	+	ENSG00000275856.1	ZNRD1-AS1_2	misc_RNA	NOVEL	3	2	1
chr6	ENSEMBL	30132805	30132966	-	ENSG00000252228.1	SNORA48	snoRNA	NOVEL	3	13	1
chr6	ENSEMBL	30736304	30736414	-	ENSG00000201988.2	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	30932618	30932709	-	ENSG00000252761.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	31402152	31402250	-	ENSG00000199332.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	31496689	31496790	-	ENSG00000201680.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	31623079	31623210	+	ENSG00000200816.1	SNORA38	snoRNA	KNOWN	3	2	1
chr6	ENSEMBL	31663288	31663401	+	ENSG00000201207.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	31778817	31778905	-	ENSG00000201555.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	33562880	33563130	-	ENSG00000276746.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr6	ENSEMBL	33601007	33601255	-	ENSG00000281834.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr6	ENSEMBL	34821445	34821542	+	ENSG00000206717.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	35651818	35651945	+	ENSG00000212579.1	SNORA40	snoRNA	NOVEL	3	22	1
chr6	ENSEMBL	35911481	35911729	-	ENSG00000281304.1	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr6	ENSEMBL	36672838	36672944	+	ENSG00000251864.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	38207274	38207345	+	ENSG00000200706.1	SNORD45	snoRNA	NOVEL	3	5	1
chr6	ENSEMBL	38565950	38566055	+	ENSG00000199938.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	38822307	38822404	-	ENSG00000212586.1	SNORA8	snoRNA	NOVEL	3	5	1
chr6	HAVANA	41780349	41790141	+	ENSG00000124593.13	PRICKLE4	protein_coding	NOVEL	2	2	2
chr6	HAVANA	41783474	41787129	+	ENSG00000278224.3	PRICKLE4	protein_coding	KNOWN	2	2	2
chr6	ENSEMBL	41832854	41832993	+	ENSG00000206977.1	SNORA8	snoRNA	NOVEL	3	5	1
chr6	ENSEMBL	41917416	41917526	-	ENSG00000207371.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	43544144	43544270	+	ENSG00000252218.1	SCARNA15	scaRNA	NOVEL	3	6	2
chr6	ENSEMBL	47489067	47489170	+	ENSG00000199762.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	51464690	51464765	+	ENSG00000212532.1	SNORD66	snoRNA	NOVEL	3	2	1
chr6	ENSEMBL	57663854	57663967	-	ENSG00000281746.1	Clostridiales-1	sRNA	NOVEL	3	17	1
chr6	ENSEMBL	60562547	60562700	-	ENSG00000280324.2	Clostridiales-1	sRNA	NOVEL	3	17	1
chr6	ENSEMBL	60562705	60562788	+	ENSG00000281441.1	Clostridiales-1	sRNA	NOVEL	3	17	1
chr6	ENSEMBL	67210408	67210480	-	ENSG00000212229.1	SNORD65	snoRNA	NOVEL	3	5	1
chr6	ENSEMBL	67625356	67625464	+	ENSG00000206672.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	71126893	71127105	-	ENSG00000221345.2	U3	snoRNA	NOVEL	3	56	1
chr6	ENSEMBL	73487590	73487877	-	ENSG00000271986.2	Metazoa_SRP	misc_RNA	NOVEL	3	306	1
chr6	ENSEMBL	75398860	75399067	-	ENSG00000221332.2	U3	snoRNA	NOVEL	3	56	1
chr6	ENSEMBL	75928513	75928625	+	ENSG00000200040.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	76557653	76557754	-	ENSG00000272445.1	U6	snRNA	NOVEL	3	34	1
chr6	ENSEMBL	79301963	79302066	-	ENSG00000201464.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	81764024	81764156	+	ENSG00000206886.1	SNORA70	snoRNA	NOVEL	3	30	1
chr6	ENSEMBL	85777639	85777755	-	ENSG00000200427.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	HAVANA	87407983	87464465	+	ENSG00000272514.4	C6orf165	protein_coding	KNOWN	2	2	2
chr6	HAVANA	87408012	87511634	+	ENSG00000213204.7	C6orf165	protein_coding	NOVEL	2	2	2
chr6	ENSEMBL	87720915	87721018	+	ENSG00000238628.1	snoU13	snoRNA	NOVEL	3	34	1
chr6	ENSEMBL	87826173	87826285	-	ENSG00000207131.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	88714242	88714430	-	ENSG00000222145.1	SNORA73	snoRNA	NOVEL	3	4	1
chr6	ENSEMBL	89841329	89841424	+	ENSG00000199630.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	89898283	89898392	-	ENSG00000252891.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	92119423	92119633	+	ENSG00000200492.2	U3	snoRNA	NOVEL	3	56	1
chr6	ENSEMBL	92790453	92790665	+	ENSG00000221455.2	U3	snoRNA	NOVEL	3	56	1
chr6	ENSEMBL	93879106	93879229	+	ENSG00000252249.1	SNORA18	snoRNA	NOVEL	3	8	1
chr6	ENSEMBL	99526097	99526205	+	ENSG00000274603.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	99642237	99642347	-	ENSG00000199303.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	103583135	103583268	+	ENSG00000202283.1	SNORA33	snoRNA	NOVEL	3	4	1
chr6	ENSEMBL	106271634	106271720	+	ENSG00000273744.1	U4	snRNA	NOVEL	3	8	1
chr6	ENSEMBL	106420706	106420807	+	ENSG00000207499.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	106454828	106454929	+	ENSG00000200314.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	107985659	107985773	-	ENSG00000253090.2	SNORA73	snoRNA	NOVEL	3	4	1
chr6	ENSEMBL	108060818	108060930	+	ENSG00000238490.1	Y_RNA	misc_RNA	NOVEL	3	782	1
chr6	ENSEMBL	110848546	110848673	+	ENSG00000212587.1	SNORA40	snoRNA	NOVEL	3	22	1
